species_id,formula,name,casno,charge,point_group,multiplicity,s_squared,closed_shell,n_electrons,n_atoms,geometry_source,geometry_method,xyz,cheapest_energy_method,cheapest_energy_basis,cheapest_energy,best_energy_method,best_energy_basis,best_energy
IO_14696981,IO,Iodine monoxide,14696981,0,C∞v,2,0.751,0,61,2,experimental,,"I 0.000000 0.000000 0.000000
O 0.000000 0.000000 1.867700",HF,STO-3G,-6924.483591,QCISD,3-21G,-6962.353054
I_14362448,I,Iodine atom,14362448,0,Kh,2,0.75,0,53,1,single atom,,I 0.000000 0.000000 0.000000,HF,3-21G,-6887.840445,CCSD(T)=FULL,6-311G*,-6917.475795
K+_7440097,K,Potassium atom cation,7440097,1,Kh,1,0.0,1,18,1,single atom,,K 0.000000 0.000000 0.000000,HF,STO-3G,-593.009334,CCSD(T)=FULL,6-31G*,-598.990293
K-_7440097,K,Potassium atom anion,7440097,-1,Kh,1,0.0,1,20,1,single atom,,K 0.000000 0.000000 0.000000,HF,STO-3G,-592.881811,CCSD(T)=FULL,6-31G*,-599.158023
K2O2_17014710,K2O2,dipotassium dioxide,17014710,0,D2h,1,0.0,1,54,4,calculated,CCSD(T)=FULL/TZVP,"K 0.000000 0.000000 2.317200
K 0.000000 0.000000 -2.317200
O 0.000000 0.816000 0.000000
O 0.000000 -0.816000 0.000000",HF,STO-3G,-1333.727249,CCSD(T)=FULL,"6-311+G(3df,2p)",-1349.348019
K2_25681805,K2,Potassium diatomic,25681805,0,D∞h,1,0.0,1,38,2,experimental,,"K 0.000000 0.000000 0.000000
K 0.000000 0.000000 3.905100",HF,STO-3G,-1186.163474,CCSD(T)=FULL,TZVP,-1198.393126
KLi_12030830,KLi,Lithium Potassium,12030830,0,C∞v,1,0.0,1,22,2,experimental,,"Li 0.000000 0.000000 0.000000
K 0.000000 0.000000 3.270000",HF,STO-3G,-600.425109,CCSD(T)=FULL,TZVP,-606.656107
KNa+_12056290,KNa,Sodium Potassium diatomic cation,12056290,1,C∞v,2,0.75,0,29,2,experimental,,"Na 0.000000 0.000000 0.000000
K 0.000000 0.000000 3.589000",HF,STO-3G,-752.888818,CCSD(T)=FULL,TZVP,-760.986919
KNa_12056290,KNa,Sodium Potassium,12056290,0,C∞v,1,0.0,1,30,2,experimental,,"Na 0.000000 0.000000 0.000000
K 0.000000 0.000000 3.589000",HF,STO-3G,-752.886427,CCSD(T)=FULL,TZVP,-761.13759
KO+_12401706,KO,Potassium monoxide cation,12401706,1,C∞v,3,2.0,0,26,2,calculated,CCSD(T)=FULL/TZVP,"K 0.000000 0.000000 0.934700
O 0.000000 0.000000 -2.220000",HF,STO-3G,-666.840672,CCSD(T)=FULL,TZVP,-674.006989
KO_12401706,KO,Potassium monoxide,12401706,0,C∞v,2,0.75,0,27,2,calculated,CCSD(T)=FULL/TZVP,"K 0.000000 0.000000 0.690800
O 0.000000 0.000000 -1.640800",HF,STO-3G,-666.774745,CCSD(T)=FULL,TZVP,-674.217782
K_7440097,K,Potassium atom,7440097,0,Kh,2,0.75,0,19,1,single atom,,K 0.000000 0.000000 0.000000,HF,STO-3G,-593.077769,CCSD(T)=FULL,"6-311+G(3df,2p)",-599.524689
Kr+_7439909,Kr,Krypton cation,7439909,1,Kh,2,0.75,0,35,1,single atom,,Kr 0.000000 0.000000 0.000000,HF,STO-3G,-2722.302298,CCSD(T)=FULL,aug-cc-pVQZ,-2751.940188
Kr_7439909,Kr,Krypton atom,7439909,0,Kh,1,0.0,1,36,1,single atom,,Kr 0.000000 0.000000 0.000000,HF,STO-3G,-2722.706,CCSD(T)=FULL,aug-cc-pVQZ,-2752.44015
Li+_7439932,Li,Lithium atom cation,7439932,1,Kh,1,0.0,1,2,1,single atom,,Li 0.000000 0.000000 0.000000,HF,STO-3G,-7.135448,CCSD(T)=FULL,aug-cc-pVQZ,-7.252575
Li-_7439932,Li,Lithium atom anion,7439932,-1,Kh,1,0.0,1,4,1,single atom,,Li 0.000000 0.000000 0.000000,HF,STO-3G,-7.213273,CCSD(T)=FULL,aug-cc-pVQZ,-7.473351
Li2+_14452596,Li2,lithium diatomic cation,14452596,1,D∞h,2,0.75,0,5,2,experimental,,"Li 0.000000 0.000000 0.000000
Li 0.000000 0.000000 2.673000",HF,6-31G*,-14.712742,QCISD(T)=FULL,aug-cc-pVQZ,-14.752733
Li2-_14452596,Li2,lithium diatomic anion,14452596,-1,D∞h,2,0.75,0,7,2,experimental,,"Li 0.000000 0.000000 0.000000
Li 0.000000 0.000000 2.673000",HF,6-31G*,-14.877652,CCSD(T),cc-pV(T+d)Z,-14.917178
Li2O+_12057248,Li2O,dilithium oxide cation,12057248,1,D∞h,2,0.75,0,13,3,experimental,,"O 0.000000 0.000000 0.000000
Li 0.000000 0.000000 1.606000
Li 0.000000 0.000000 -1.606000",HF,STO-3G,-88.454957,CCSD(T)=FULL,aug-cc-pVQZ,-89.97819
Li2O2_12031800,Li2O2,dilithium dioxide,12031800,0,D2h,1,0.0,1,22,4,,,,,,,,,
Li2O_12057248,Li2O,dilithium oxide,12057248,0,D∞h,1,0.0,1,14,3,experimental,,"O 0.000000 0.000000 0.000000
Li 0.000000 0.000000 1.606000
Li 0.000000 0.000000 -1.606000",HF,STO-3G,-88.58153,CCSD(T)=FULL,aug-cc-pVQZ,-90.211096
Li2S_12136582,Li2S,dilithium sulfide,12136582,0,C2v,1,0.0,1,22,3,calculated,CCSD(T)=FULL/cc-pCVTZ,"S 0.000000 0.000000 0.222600
Li 0.000000 1.916500 -0.593500
Li 0.000000 -1.916500 -0.593500",HF,STO-3G,-407.972859,CCSD(T)=FULL,aug-cc-pVQZ,-412.872566
Li2_14452596,Li2,Lithium diatomic,14452596,0,D∞h,1,0.0,1,6,2,experimental,,"Li 0.000000 0.000000 0.000000
Li 0.000000 0.000000 2.673000",HF,STO-3G,-14.638747,CCSD(T)=FULL,aug-cc-pVQZ,-14.942367
Li3+_12596473,Li3,Lithium trimer cation,12596473,1,C2v,1,0.0,1,8,3,calculated,CCSD(T)=FULL/aug-cc-pVQZ,"Li 0.000000 1.675000 0.000000
Li 1.450600 -0.837500 0.000000
Li -1.450600 -0.837500 0.000000",HF,STO-3G,-21.858466,CCSD(T)=FULL,aug-cc-pVQZ,-22.267314
Li3N_26134623,Li3N,trilithium nitride,26134623,0,C3v,1,0.0,1,16,4,calculated,CCSD(T)=FULL/aug-cc-pVQZ,"N 0.000000 0.000000 0.000000
Li 0.000000 1.712800 0.000000
Li 1.483400 -0.856400 0.000000
Li -1.483400 -0.856400 0.000000",HF,STO-3G,-75.761785,CCSD(T)=FULL,aug-cc-pVQZ,-77.175102
Li3_12596473,Li3,Lithium trimer,12596473,0,C2v,2,0.75,0,9,3,calculated,CCSD(T)=FULL/aug-cc-pVQZ,"Li 0.000000 0.000000 1.466600
Li 0.000000 1.566100 -0.733300
Li 0.000000 -1.566100 -0.733300",HF,STO-3G,-21.97563,CCSD(T)=FULL,aug-cc-pVQZ,-22.418545
LiMg_9000367,LiMg,Lithium magnesium,9000367,0,C∞v,2,0.75,0,15,2,calculated,CCSD(T)=FULL/aug-cc-pVQZ,"Li 0.000000 0.000000 -2.408700
Mg 0.000000 0.000000 0.602200",HF,STO-3G,-204.458392,CCSD(T)=FULL,aug-cc-pVQZ,-207.139083
LiN+_32746319,LiN,Lithium Nitride cation,32746319,1,C∞v,4,3.75,0,9,2,calculated,CCSD(T)=FULL/aug-cc-pVQZ,"Li 0.000000 0.000000 -1.534700
N 0.000000 0.000000 0.657700",HF,TZVP,-61.644576,CCSD(T)=FULL,6-31G*,-61.72068
LiN_32746319,LiN,Lithium Nitride,32746319,0,C∞v,3,2.0,0,10,2,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"Li 0.000000 0.000000 -1.298400
N 0.000000 0.000000 0.556400",HF,STO-3G,-61.041588,CCSD(T)=FULL,aug-cc-pVQZ,-62.067172
LiNa+_12333492,LiNa,lithium sodium cation,12333492,1,C∞v,2,0.75,0,13,2,experimental,,"Li 0.000000 0.000000 0.000000
Na 0.000000 0.000000 2.889000",HF,6-31G*,-169.124384,MP3=FULL,6-31+G**,-169.127077
LiNa-_12333492,LiNa,lithium sodium anion,12333492,-1,C∞v,2,0.75,0,15,2,experimental,,"Li 0.000000 0.000000 0.000000
Na 0.000000 0.000000 2.889000",HF,6-31G*,-169.28673,CCSD(T),cc-pV(T+d)Z,-169.337273
LiNa_12333492,LiNa,lithium sodium,12333492,0,C∞v,1,0.0,1,14,2,experimental,,"Li 0.000000 0.000000 0.000000
Na 0.000000 0.000000 2.889000",HF,STO-3G,-167.213191,CCSD(T)=FULL,aug-cc-pVQZ,-169.366135
LiNe+_12521470,LiNe,Lithium Neon cation,12521470,1,,1,0.0,1,12,2,calculated,CCSD(T)=FULL/aug-cc-pVQZ,"Li 0.000000 0.000000 -1.539200
Ne 0.000000 0.000000 0.461800",HF,STO-3G,-133.798982,CCSD(T)=FULL,aug-cc-pVQZ,-136.139413
LiO+_12142777,LiO,lithium oxide cation,12142777,1,C∞v,3,2.0,0,10,2,experimental,,"O 0.000000 0.000000 0.000000
Li 0.000000 0.000000 1.688200",HF,6-31G*,-82.03808,CCSD(T),cc-pV(T+d)Z,-82.229531
LiO-_12142777,LiO,lithium oxide anion,12142777,-1,C∞v,1,0.75,0,12,2,experimental,,"O 0.000000 0.000000 0.000000
Li 0.000000 0.000000 1.688200",HF,STO-3G,-80.965714,CCSD(T)=FULL,cc-pVQZ,-82.616963
LiO2_120472248,LiO2,Lithium dioxide,120472248,0,,,,,19,3,,,,,,,,,
LiO2_12136560,LiO2,Lithium dioxide,12136560,0,C2v,2,0.751,0,19,3,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"Li 0.000000 0.000000 1.355200
O 0.000000 0.675900 -0.254100
O 0.000000 -0.675900 -0.254100",HF,STO-3G,-155.015888,CCSD(T)=FULL,aug-cc-pVQZ,-157.791276
LiO_12142777,LiO,lithium oxide,12142777,0,C∞v,2,0.75,0,11,2,experimental,,"O 0.000000 0.000000 0.000000
Li 0.000000 0.000000 1.688200",HF,STO-3G,-81.128067,CCSD(T)=FULL,aug-cc-pVQZ,-82.612427
LiP_12259482,LiP,Lithium monophosphide,12259482,0,C∞v,3,2.0,0,18,2,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"Li 0.000000 0.000000 -1.931800
P 0.000000 0.000000 0.386400",HF,STO-3G,-344.228429,CCSD(T)=FULL,aug-cc-pVQZ,-348.398807
LiS+_12401740,LiS,Lithium sulfide cation,12401740,1,C∞v,3,2.0,0,18,2,experimental,,"Li 0.000000 0.000000 0.000000
S 0.000000 0.000000 2.149700",HF,STO-3G,-400.372427,CCSD(T)=FULL,aug-cc-pVQZ,-405.011024
LiS_12401740,LiS,Lithium monosulfide,12401740,0,C∞v,2,0.75,0,19,2,experimental,,"Li 0.000000 0.000000 0.000000
S 0.000000 0.000000 2.149700",HF,STO-3G,-400.522431,CCSD(T)=FULL,aug-cc-pVQZ,-405.297613
LiSe_64171419,LiSe,Lithium monoselenide,64171419,0,C∞v,2,0.75,0,37,2,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"Li 0.000000 0.000000 -2.082400
Se 0.000000 0.000000 0.183700",HF,STO-3G,-2380.923067,CCSD(T)=FULL,aug-cc-pVQZ,-2407.766062
Li_7439932,Li,Lithium atom,7439932,0,Kh,2,0.75,0,3,1,single atom,,Li 0.000000 0.000000 0.000000,HF,STO-3G,-7.315526,CCSD(T)=FULL,aug-cc-pVQZ,-7.450083
Mg+_7439954,Mg,Magnesium atom cation,7439954,1,Kh,2,0.75,0,11,1,single atom,,Mg 0.000000 0.000000 0.000000,HF,STO-3G,-196.966761,CCSD(T)=FULL,"6-311+G(3df,2pd)",-199.507571
Mg-_7439954,Mg,Magnesium atom anion,7439954,-1,Kh,2,0.75,0,13,1,single atom,,Mg 0.000000 0.000000 0.000000,HF,6-31G*,-199.556846,MP4,aug-cc-pVTZ,-199.636062
Mg2+_29904798,Mg2,magnesium diatomic cation,29904798,1,D∞h,2,0.752,0,23,2,experimental,,"Mg 0.000000 0.000000 0.000000
Mg 0.000000 0.000000 3.890500",HF,STO-3G,-394.076015,CCSD(T),aug-cc-pVTZ,-399.065016
Mg2-_29904798,Mg2,magnesium diatomic anion,29904798,-1,D∞h,2,0.753,0,25,2,experimental,,"Mg 0.000000 0.000000 0.000000
Mg 0.000000 0.000000 3.890500",HF,3-21G,-396.916214,CCSD(T),aug-cc-pVTZ,-399.300634
Mg2_29904798,Mg2,Magnesium diatomic,29904798,0,D∞h,1,0.0,1,24,2,experimental,,"Mg 0.000000 0.000000 0.000000
Mg 0.000000 0.000000 3.890500",HF,STO-3G,-394.025492,CCSD(T)=FULL,aug-cc-pVQZ,-399.362845
MgN_60195155,MgN,Magnesium Nitride,60195155,0,C∞v,4,3.75,0,19,2,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"Mg 0.000000 0.000000 0.758900
N 0.000000 0.000000 -1.301000",HF,STO-3G,-250.754671,CCSD(T)=FULL,aug-cc-pVQZ,-254.258008
MgNa_9000370,MgNa,Sodium Magnesium,9000370,0,C∞v,2,0.75,0,23,2,calculated,CCSD(T)=FULL/aug-cc-pVQZ,"Na 0.000000 0.000000 -1.704900
Mg 0.000000 0.000000 1.562800",HF,STO-3G,-356.704551,CCSD(T)=FULL,aug-cc-pVQZ,-361.561364
MgO+_1309484,MgO,magnesium oxide cation,1309484,1,C∞v,2,0.752,0,19,2,experimental,,"Mg 0.000000 0.000000 0.000000
O 0.000000 0.000000 1.749000",HF,6-31G*,-274.146063,CCSD(T),cc-pV(T+d)Z,-274.423262
MgO-_1309484,MgO,magnesium oxide anion,1309484,-1,C∞v,2,0.75,0,21,2,experimental,,"Mg 0.000000 0.000000 0.000000
O 0.000000 0.000000 1.749000",HF,6-31G*,-274.380536,CCSD(T),cc-pV(T+d)Z,-274.756988
MgO4S_7487889,MgO4S,Magnesium Sulfate,7487889,0,C2v,1,0.0,1,60,6,calculated,CCSD(T)=FULL/aug-cc-pVDZ,"Mg 0.000000 0.000000 -1.908600
S 0.000000 0.000000 0.591400
O 0.000000 1.239600 -0.498000
O 0.000000 -1.239600 -0.498000
O -1.280700 0.000000 1.338000
O 1.280700 0.000000 1.338000",HF,STO-3G,-885.387079,CCSD(T)=FULL,cc-pVTZ,-898.037266
MgO_1309484,MgO,magnesium oxide,1309484,0,C∞v,1,0.0,1,20,2,experimental,,"Mg 0.000000 0.000000 0.000000
O 0.000000 0.000000 1.749000",HF,STO-3G,-270.771313,CCSD(T)=FULL,cc-pVTZ,-274.738591
MgS+_12032369,MgS,magnesium sulfide cation,12032369,1,C∞v,2,0.75,0,27,2,experimental,,"Mg 0.000000 0.000000 0.000000
S 0.000000 0.000000 2.142500",HF,STO-3G,-590.149335,CCSD(T),aug-cc-pVTZ,-597.098132
MgS-_12032369,MgS,magnesium sulfide anion,12032369,-1,C∞v,2,0.75,0,29,2,experimental,,"Mg 0.000000 0.000000 0.000000
S 0.000000 0.000000 2.142500",HF,STO-3G,-589.943412,CCSD(T),aug-cc-pVTZ,-597.452999
MgS_12032369,MgS,magnesium sulfide,12032369,0,C∞v,1,0.0,1,28,2,experimental,,"Mg 0.000000 0.000000 0.000000
S 0.000000 0.000000 2.142500",HF,STO-3G,-590.368553,CCSD(T),aug-cc-pVTZ,-597.378806
Mg_7439954,Mg,Magnesium atom,7439954,0,Kh,1,0.0,1,12,1,single atom,,Mg 0.000000 0.000000 0.000000,HF,STO-3G,-197.007355,CCSD(T)=FULL,aug-cc-pVQZ,-199.680124
Mn_7439965,Mn,Manganese atom,7439965,0,Kh,,,,25,1,single atom,,Mn 0.000000 0.000000 0.000000,,,,,,
N+_17778880,N,Nitrogen atom cation,17778880,1,Kh,3,2.0,0,6,1,single atom,,N 0.000000 0.000000 0.000000,HF,6-31G*,-53.872198,CCSD(T)=FULL,"6-311+G(3df,2pd)",-54.001258
N-_17778880,N,Nitrogen atom anion,17778880,-1,Kh,3,2.008,0,8,1,single atom,,N 0.000000 0.000000 0.000000,HF,6-31G*,-54.269984,MP4,aug-cc-pVTZ,-54.498321
N2+_7727379,N2,diatomic nitrogen cation,7727379,1,D∞h,2,0.75,0,13,2,experimental,,"N 0.000000 0.000000 0.548800
N 0.000000 0.000000 -0.548800",HF,STO-3G,-106.986755,CCSD(T)=FULL,aug-cc-pVQZ,-108.894706
N2-_7727379,N2,nitrogen diatomic anion,7727379,-1,D∞h,2,0.75,0,15,2,experimental,,"N 0.000000 0.000000 0.548800
N 0.000000 0.000000 -0.548800",HF,STO-3G,-107.250013,CCSD(T)=FULL,aug-cc-pVQZ,-109.39334
N2O+_10024972,N2O,Nitrous oxide cation,10024972,1,C∞v,2,0.81,0,21,3,experimental,,"N 0.000000 0.000000 -1.199800
N 0.000000 0.000000 -0.071600
O 0.000000 0.000000 1.112600",HF,6-31G*,-183.270821,MP4,cc-pVTZ,-183.931817
N2O-_10024972,N2O,Nitrous oxide anion,10024972,-1,C∞v,2,0.755,0,23,3,experimental,,"N 0.000000 0.000000 -1.199800
N 0.000000 0.000000 -0.071600
O 0.000000 0.000000 1.112600",HF,STO-3G,-181.097025,CCSD(T)=FULL,aug-cc-pVQZ,-184.549008
N2O2_57932566,N2O2,NO dimer,57932566,0,C2,1,0.0,1,30,4,experimental,,"N 0.000000 1.118000 0.610500
N 0.000000 -1.118000 0.610500
O 0.000000 1.311600 -0.534200
O 0.000000 -1.311600 -0.534200",HF,STO-3G,-255.008604,CCSD(T)=FULL,cc-pVQZ,-259.629582
N2O3_10544737,N2O3,Dinitrogen trioxide,10544737,0,Cs,1,0.0,1,38,5,experimental,,"N -0.702800 -1.095800 0.000000
N 0.000000 0.630700 0.000000
O 0.201400 -1.793400 0.000000
O 1.201900 0.642600 0.000000
O -0.788500 1.557700 0.000000",HF,STO-3G,-328.77289,CCSD(T),cc-pVTZ,-334.532013
N2O3_122413358,N2O3,Nitrosyl nitrite,122413358,0,C2v,1,0.0,1,38,5,calculated,CCSD(T)=FULL/aug-cc-pVTZ,"O 0.000000 0.000000 0.464500
N 0.000000 1.159200 -0.450500
N 0.000000 -1.159200 -0.450500
O 0.000000 2.144800 0.161900
O 0.000000 -2.144800 0.161900",HF,STO-3G,-328.858165,CCSD(T)=FULL,aug-cc-pVTZ,-334.636319
N2O4_10544726,N2O4,Dinitrogen tetroxide,10544726,0,D2h,1,0.0,1,46,6,experimental,,"N 0.000000 0.000000 0.000000
N -1.782000 0.000000 0.000000
O 0.451600 1.101000 0.000000
O 0.451600 -1.101000 0.000000
O -2.233600 1.101000 0.000000
O -2.233600 -1.101000 0.000000",HF,STO-3G,-402.524356,CCSD(T)=FULL,cc-pVQZ,-409.934395
N2O5_10102031,N2O5,Dinitrogen pentoxide,10102031,0,C2,1,0.0,1,54,7,calculated,CCD/6-31G*,"O 0.000000 0.000000 0.844000
N 0.000000 1.213200 0.018700
N 0.000000 -1.213200 0.018700
O 0.629900 2.085100 0.539800
O -0.629900 -2.085100 0.539800
O -0.662600 1.171900 -0.978100
O 0.662600 -1.171900 -0.978100",HF,6-31G*,-482.835845,MP3=FULL,6-31+G**,-484.108703
N2O_10024972,N2O,Nitrous oxide,10024972,0,C∞v,1,0.0,1,22,3,experimental,,"N 0.000000 0.000000 -1.199800
N 0.000000 0.000000 -0.071600
O 0.000000 0.000000 1.112600",HF,STO-3G,-181.204722,CCSD(T)=FULL,aug-cc-pVQZ,-184.559313
N2S2_25474924,N2S2,Disulfur dinitride,25474924,0,D2h,1,0.0,1,46,4,experimental,,"S 0.000000 0.000000 1.150000
S 0.000000 0.000000 -1.150000
N 0.000000 1.171700 0.000000
N 0.000000 -1.171700 0.000000",HF,STO-3G,-893.675596,CCSD(T)=FULL,aug-cc-pVQZ,-904.984892
N2S_56400023,N2S,Nitrogen sulfide,56400023,0,C∞v,1,0.0,1,30,3,calculated,CCSD(T)=FULL/aug-cc-pV(T+d)Z,"N 0.000000 0.000000 -1.711000
N 0.000000 0.000000 -0.582700
S 0.000000 0.000000 1.003500",HF,STO-3G,-500.588693,CCSD(T)=FULL,aug-cc-pVQZ,-507.22379
N2_7727379,N2,Nitrogen diatomic,7727379,0,D∞h,1,0.0,1,14,2,experimental,,"N 0.000000 0.000000 0.548800
N 0.000000 0.000000 -0.548800",HF,STO-3G,-107.500654,CCSD(T)=FULL,aug-cc-pVQZ,-109.467423
N3+_12596600,N3,azide cation,12596600,1,D∞h,3,2.095,0,20,3,experimental,,"N 0.000000 0.000000 0.000000
N 0.000000 0.000000 1.181200
N 0.000000 0.000000 -1.181200",HF,STO-3G,-160.891007,CCSD(T)=FULL,aug-cc-pVQZ,-163.622654
N3-_12596600,N3,azide anion,12596600,-1,D∞h,1,0.0,1,22,3,experimental,,"N 0.000000 0.000000 0.000000
N 0.000000 0.000000 1.181200
N 0.000000 0.000000 -1.181200",HF,STO-3G,-160.942774,CCSD(T)=FULL,aug-cc-pVTZ,-164.045375
N3P3_291372,N3P3,"1,3,5,2,4,6-Triazatriphosphorine",291372,0,D3h,1,0.0,1,66,6,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"N 0.000000 1.558800 0.000000
N 1.350000 -0.779400 0.000000
N -1.350000 -0.779400 0.000000
P 1.469900 0.848600 0.000000
P 0.000000 -1.697300 0.000000
P -1.469900 0.848600 0.000000",HF,STO-3G,-1171.89078,CCSD(T)=FULL,aug-cc-pVQZ,-1187.041301
N3_12596600,N3,azide radical,12596600,0,D∞h,2,0.756,0,21,3,experimental,,"N 0.000000 0.000000 0.000000
N 0.000000 0.000000 1.181200
N 0.000000 0.000000 -1.181200",HF,STO-3G,-161.101667,CCSD(T)=FULL,aug-cc-pVQZ,-164.030765
N4S4_28950347,N4S4,Tetrasulfur tetranitride,28950347,0,D2d,1,0.0,1,92,8,calculated,CCSD(T)=FULL/aug-cc-pVDZ,"N 1.336300 1.336300 0.000000
N -1.336300 1.336300 0.000000
N -1.336300 -1.336300 0.000000
N 1.336300 -1.336300 0.000000
S 0.000000 1.370300 1.007900
S 0.000000 -1.370300 1.007900
S 1.370300 0.000000 -1.007900
S -1.370300 0.000000 -1.007900",HF,STO-3G,-1787.292814,CCSD(T)=FULL,"6-311+G(3df,2p)",-1810.100758
NO+_10102439,NO,nitric oxide cation,10102439,1,C∞v,1,0.0,1,14,2,experimental,,"O 0.000000 0.000000 0.000000
N 0.000000 0.000000 1.150800",HF,STO-3G,-127.204262,CCSD(T)=FULL,aug-cc-pVQZ,-129.480896
NO-_10102439,NO,nitric oxide anion,10102439,-1,C∞v,3,2.001,0,16,2,experimental,,"O 0.000000 0.000000 0.000000
N 0.000000 0.000000 1.150800",HF,STO-3G,-127.33892,CCSD(T)=FULL,aug-cc-pVQZ,-129.818436
NO2+_10102440,NO2,Nitrogen dioxide cation,10102440,1,C2v,1,0.0,1,22,3,experimental,,"N 0.000000 0.000000 0.000000
O 0.000000 1.098900 0.465300
O 0.000000 -1.098900 0.465300",HF,STO-3G,-200.958511,CCSD(T)=FULL,aug-cc-pVQZ,-204.614548
NO2-_10102440,NO2,Nitrogen dioxide anion,10102440,-1,C2v,1,0.0,1,24,3,experimental,,"N 0.000000 0.000000 0.000000
O 0.000000 1.098900 0.465300
O 0.000000 -1.098900 0.465300",HF,STO-3G,-201.163952,CCSD(T)=FULL,6-31G*,-204.624451
NO2_10102440,NO2,Nitrogen dioxide,10102440,0,C2v,2,0.751,0,23,3,experimental,,"N 0.000000 0.000000 0.000000
O 0.000000 1.098900 0.465300
O 0.000000 -1.098900 0.465300",HF,STO-3G,-201.283597,CCSD(T)=FULL,aug-cc-pVQZ,-204.961855
NO3+_12033497,NO3,nitrogen trioxide cation,12033497,1,C2v,1,0.0,1,30,4,experimental,,"N 0.000000 0.000000 0.000000
O 0.000000 1.237700 0.000000
O 1.071900 -0.618900 0.000000
O -1.071900 -0.618900 0.000000",HF,STO-3G,-274.72438,CCSD(T)=FULL,aug-cc-pVTZ,-279.480009
NO3-_12033497,NO3,nitrate anion,12033497,-1,C2v,1,0.0,1,32,4,experimental,,"N 0.000000 0.000000 0.000000
O 0.000000 1.237700 0.000000
O 1.071900 -0.618900 0.000000
O -1.071900 -0.618900 0.000000",HF,STO-3G,-274.969045,CCSD(T)=FULL,aug-cc-pVQZ,-280.214404
NO3_12033497,NO3,Nitrogen trioxide,12033497,0,C2v,2,0.75,0,31,4,experimental,,"N 0.000000 0.000000 0.000000
O 0.000000 1.237700 0.000000
O 1.071900 -0.618900 0.000000
O -1.071900 -0.618900 0.000000",HF,6-31G*,-278.765776,CCSD(T),cc-pV(T+d)Z,-279.843825
NOS_166412619,NOS,sulfinyl amidogen,166412619,0,Cs,2,0.795,0,31,3,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"S 0.000000 0.340000 0.000000
N 1.401000 -0.242300 0.000000
O -1.225900 -0.468000 0.000000",HF,STO-3G,-520.542285,CCSD(T)=FULL,aug-cc-pVQZ,-527.611813
NOS_56971198,NOS,Nitrogen oxide sulfide,56971198,0,C∞v,2,0.752,0,31,3,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"N 0.000000 0.620900 0.000000
S -0.509300 -0.889200 0.000000
O 1.018500 1.235200 0.000000",HF,STO-3G,-520.693122,CCSD(T)=FULL,aug-cc-pVQZ,-527.615339
NO_10102439,NO,Nitric oxide,10102439,0,C∞v,2,0.751,0,15,2,experimental,,"O 0.000000 0.000000 0.000000
N 0.000000 0.000000 1.150800",HF,STO-3G,-127.55276,CCSD(T)=FULL,aug-cc-pVQZ,-129.818765
NP+_17739478,NP,phosphorus nitride cation,17739478,1,C∞v,2,0.78,0,21,2,experimental,,"N 0.000000 0.000000 1.490900
P 0.000000 0.000000 0.000000",HF,STO-3G,-390.299078,CCSD(T),aug-cc-pVTZ,-395.116598
NP-_17739478,NP,phosphorus nitride anion,17739478,-1,C∞v,2,1.195,0,23,2,experimental,,"N 0.000000 0.000000 1.490900
P 0.000000 0.000000 0.000000",HF,STO-3G,-390.379807,CCSD(T),aug-cc-pVTZ,-395.554327
NP_17739478,NP,Phosphorus mononitride,17739478,0,C∞v,1,0.0,1,22,2,experimental,,"N 0.000000 0.000000 1.490900
P 0.000000 0.000000 0.000000",HF,STO-3G,-390.593552,CCSD(T)=FULL,aug-cc-pVQZ,-395.661994
NS+_12033566,NS,nitrogen sulfide cation,12033566,1,C∞v,1,0.0,1,22,2,experimental,,"S 0.000000 0.000000 0.000000
N 0.000000 0.000000 1.494000",HF,STO-3G,-446.584041,CCSD(T)=FULL,6-31G*,-451.901831
NS-_12033566,NS,nitrogen sulfide anion,12033566,-1,C∞v,3,2.003,0,24,2,experimental,,"S 0.000000 0.000000 0.000000
N 0.000000 0.000000 1.494000",HF,STO-3G,-446.701258,CCSD(T)=FULL,aug-cc-pVQZ,-452.500092
NS_12033566,NS,Mononitrogen monosulfide,12033566,0,C∞v,2,0.752,0,23,2,experimental,,"S 0.000000 0.000000 0.000000
N 0.000000 0.000000 1.494000",HF,STO-3G,-446.831267,CCSD(T)=FULL,aug-cc-pVQZ,-452.456184
NSb_12333572,NSb,Antimony nitride,12333572,0,C∞v,1,0.0,1,58,2,experimental,,"Sb 0.000000 0.000000 0.000000
N 0.000000 0.000000 1.835200",,,,,,
NSe_12033599,NSe,Nitrogen monoselenide,12033599,0,C∞v,2,0.751,0,41,2,experimental,,"N 0.000000 0.000000 0.000000
Se 0.000000 0.000000 1.651800",HF,STO-3G,-2427.203017,CCSD(T)=FULL,aug-cc-pVQZ,-2454.896398
